"arm","probability","CRP","lower_100","median_100","upper_100","lower_all","median_all","upper_all","change_lower","change_median","change_upper"
"flexible",0.582251572327044,39.14154470664,3.01899159314929,3.11611643101428,3.21921409744014,3.00885204607298,3.11376229913052,3.22185542560034,-0.0101395470763075,-0.00235413188376254,0.00264132816020046
"flexible",0.588471698113208,39.5940032562249,3.02664952946814,3.12497959038615,3.22918759151683,3.01662181485652,3.12264718682725,3.23077749253557,-0.0100277146116241,-0.00233240355889786,0.00158990101873346
"flexible",0.594691823899371,40.0515847566925,3.03435463881405,3.1336958370767,3.23948608119665,3.02443986585657,3.13187581493771,3.23842583935611,-0.00991477295748755,-0.00182002213899057,-0.00106024184054254
"flexible",0.600911949685535,40.5144683688495,3.04210938130352,3.14247003205136,3.24985725404595,3.03230870193656,3.14157501482075,3.24961203005767,-0.00980067936695761,-0.000895017230613693,-0.000245223988279086
"flexible",0.607132075471698,40.982840984109,3.0499162983623,3.15123355222123,3.26037428524813,3.04023221845224,3.15087848990441,3.25967766900183,-0.00968407991006481,-0.000355062316816479,-0.000696616246300241
"flexible",0.613352201257862,41.4568977367191,3.05777801902593,3.15982106892427,3.27113270764462,3.04824219932542,3.15982106892427,3.26962715450184,-0.0095358197005142,0,-0.00150555314278522
"flexible",0.619572327044025,41.9368425562488,3.06569726668277,3.16867932570082,3.28240600234103,3.05631132143118,3.16867932570082,3.28045341418753,-0.00938594525159431,0,-0.00195258815350963
"flexible",0.625792452830189,42.422888764355,3.07367686630645,3.17746445282834,3.29366967172883,3.06444247352608,3.17825571454643,3.28932471786827,-0.00923439278036353,0.000791261718088521,-0.00434495386055689
"flexible",0.632012578616352,42.9152597203184,3.08171975222946,3.18677812594094,3.30406476295467,3.07263865660325,3.18722605934604,3.29868637417934,-0.0090810956262084,0.000447933405108625,-0.00537838877532337
"flexible",0.638232704402516,43.4141895203672,3.08982897651597,3.19592126623143,3.31455090540781,3.08167541784573,3.19677954908972,3.30865555770088,-0.00815355867024392,0.000858282858286152,-0.0058953477069279
"flexible",0.644452830188679,43.9199237564116,3.09800771799814,3.20613503227168,3.32513233299935,3.09111276340422,3.20723185788238,3.31975115929897,-0.00689495459392386,0.00109682561069668,-0.00538117370038016
"flexible",0.650672955974843,44.4327203405001,3.10625929204843,3.21641711197108,3.33586229420621,3.10063764015041,3.21759498188268,3.33103111528118,-0.00562165189802144,0.00117786991160163,-0.00483117892502793
"flexible",0.656893081761006,44.9528504020976,3.11458716116878,3.22669377442103,3.3467156376616,3.11025413233122,3.22843733986876,3.34241446287111,-0.00433302883755804,0.00174356544772403,-0.00430117479048775
"flexible",0.66311320754717,45.4805992661867,3.1234317079143,3.23770769279782,3.35767904620031,3.11894387525211,3.23959157518885,3.3539154638497,-0.00448783266218156,0.00188388239103654,-0.00376358235060525
"flexible",0.669333333333333,46.0162675212326,3.13272636198976,3.24883944983161,3.368757626103,3.12733639662526,3.25116709044948,3.36553953582262,-0.00538996536449243,0.00232764061787716,-0.00321809028038178
"flexible",0.675553459119497,46.5601721872471,3.14211947479721,3.25908030813123,3.37995673676973,3.1358250169213,3.26164466350168,3.37655364648814,-0.0062944578759101,0.00256435537045174,-0.0034030902815938
